epoch,ddpm_loss
1,1.0675246715545654
2,1.02376127243042
3,0.9852759838104248
4,0.949515163898468
5,0.9354894161224365
6,0.9159576892852783
7,0.8892614245414734
8,0.8765836954116821
9,0.8656895756721497
10,0.8477309346199036
11,0.8331648707389832
12,0.8119444847106934
13,0.7841011881828308
14,0.7805272936820984
15,0.7656505107879639
16,0.7510191202163696
17,0.7372061014175415
18,0.7516092658042908
19,0.7230139970779419
20,0.7189190983772278
21,0.7101961374282837
22,0.679602861404419
23,0.6697447896003723
24,0.6469788551330566
25,0.6485970616340637
26,0.6618046164512634
27,0.6451013088226318
28,0.612994372844696
29,0.6146306395530701
30,0.6106368899345398
31,0.6051206588745117
32,0.6042940020561218
33,0.5920228958129883
34,0.5858704447746277
35,0.591347873210907
36,0.5550228357315063
37,0.5529346466064453
38,0.554221510887146
39,0.5366498827934265
40,0.5498374104499817
41,0.546430230140686
42,0.5435617566108704
43,0.522386372089386
44,0.511277973651886
45,0.5109127163887024
46,0.5267563462257385
47,0.5188627243041992
48,0.486609548330307
49,0.47730812430381775
50,0.47888460755348206
51,0.4846850335597992
52,0.4973447024822235
53,0.4705178141593933
54,0.45490095019340515
55,0.4558156430721283
56,0.46740445494651794
57,0.4648365080356598
58,0.44973024725914
59,0.4368063807487488
60,0.45575112104415894
61,0.4188004732131958
62,0.42228174209594727
63,0.4321654438972473
64,0.42662447690963745
65,0.40199995040893555
66,0.419027179479599
67,0.4051196277141571
68,0.4129335582256317
69,0.42613086104393005
70,0.41313257813453674
71,0.4184201657772064
72,0.3970775306224823
73,0.3866989314556122
74,0.37915852665901184
75,0.40016141533851624
76,0.3749638795852661
77,0.37722334265708923
78,0.3966321051120758
79,0.37685638666152954
80,0.3880728483200073
81,0.35278061032295227
82,0.3667939007282257
83,0.3567696511745453
84,0.38512828946113586
85,0.3917100131511688
86,0.35508257150650024
87,0.3669033646583557
88,0.36653342843055725
89,0.35096868872642517
90,0.3496643900871277
91,0.35147586464881897
92,0.3582135736942291
93,0.3301393687725067
94,0.35004472732543945
95,0.35459721088409424
96,0.3518657684326172
97,0.33363762497901917
98,0.3373975455760956
99,0.3177807927131653
100,0.3246714770793915
101,0.32058459520339966
102,0.33820414543151855
103,0.3223801851272583
104,0.34046122431755066
105,0.3414115011692047
106,0.3039626181125641
107,0.32007744908332825
108,0.31765350699424744
109,0.32168740034103394
110,0.32461902499198914
111,0.3016909956932068
112,0.3157743215560913
113,0.30950507521629333
114,0.29573267698287964
115,0.32207733392715454
116,0.29569435119628906
117,0.30496945977211
118,0.30561164021492004
119,0.31664684414863586
120,0.32260841131210327
121,0.3287418782711029
122,0.3098388612270355
123,0.29030102491378784
124,0.29927942156791687
125,0.31068673729896545
126,0.30773866176605225
127,0.30445396900177
128,0.3171033561229706
129,0.30125993490219116
130,0.3035412132740021
131,0.32174474000930786
132,0.29816552996635437
133,0.29807791113853455
134,0.2840876281261444
135,0.3049006164073944
136,0.30463895201683044
137,0.2932256758213043
138,0.2978389263153076
139,0.2993791401386261
140,0.2823091447353363
141,0.2985198497772217
142,0.2819594144821167
143,0.29913458228111267
144,0.2895544469356537
145,0.290385901927948
146,0.2837233245372772
147,0.29024213552474976
148,0.2861679792404175
149,0.30537518858909607
150,0.2744036912918091
151,0.28921589255332947
152,0.29015621542930603
153,0.2924017906188965
154,0.2744973599910736
155,0.2759442627429962
156,0.27949562668800354
157,0.27146467566490173
158,0.27497273683547974
159,0.2980230152606964
160,0.25954708456993103
161,0.2751190960407257
162,0.264288067817688
163,0.27704551815986633
164,0.2792373299598694
165,0.264530211687088
166,0.2734732925891876
167,0.2507696747779846
168,0.2670886218547821
169,0.2711945176124573
170,0.26493412256240845
171,0.27431970834732056
172,0.26123395562171936
173,0.2641434669494629
174,0.26785194873809814
175,0.26370590925216675
176,0.26481613516807556
177,0.26891717314720154
178,0.262667179107666
179,0.25660231709480286
180,0.2547958791255951
181,0.2522454261779785
182,0.24582815170288086
183,0.24590255320072174
184,0.27774691581726074
185,0.25789713859558105
186,0.2462950050830841
187,0.2696862518787384
188,0.2697301506996155
189,0.26656147837638855
190,0.2656939625740051
191,0.27678796648979187
192,0.25750425457954407
193,0.25898176431655884
194,0.2771567106246948
195,0.2454974204301834
196,0.26702880859375
197,0.27675095200538635
198,0.24093197286128998
199,0.2516598403453827
200,0.2528534233570099
201,0.2558770477771759
202,0.26375240087509155
203,0.2654842734336853
204,0.26693248748779297
205,0.2658917307853699
206,0.26137813925743103
207,0.2512824535369873
208,0.25601285696029663
209,0.23441825807094574
210,0.254055917263031
211,0.2565568685531616
212,0.2669868767261505
213,0.26005735993385315
214,0.24594129621982574
215,0.25353291630744934
216,0.2514267861843109
217,0.2582257091999054
218,0.2595807611942291
219,0.25156930088996887
220,0.26126179099082947
221,0.2470892369747162
222,0.24415868520736694
223,0.2518449127674103
224,0.250856876373291
225,0.2460000216960907
226,0.2564559876918793
227,0.2591712772846222
228,0.24869011342525482
229,0.2547910213470459
230,0.24454852938652039
231,0.24543774127960205
232,0.25757014751434326
233,0.24429742991924286
234,0.2342822402715683
235,0.23068074882030487
236,0.24950627982616425
237,0.24811410903930664
238,0.23082570731639862
239,0.2463625967502594
240,0.2397162765264511
241,0.23484835028648376
242,0.24004264175891876
243,0.25045108795166016
244,0.2356695979833603
245,0.2325933575630188
246,0.23221632838249207
247,0.23254001140594482
248,0.24330191314220428
249,0.23814623057842255
250,0.23745322227478027
251,0.23430846631526947
252,0.23547211289405823
253,0.24361412227153778
254,0.23462602496147156
255,0.2285347282886505
256,0.23497779667377472
257,0.23905912041664124
258,0.253269225358963
259,0.23502717912197113
260,0.22732949256896973
261,0.23796692490577698
262,0.22665107250213623
263,0.24006254971027374
264,0.23924297094345093
265,0.24673019349575043
266,0.2386217713356018
267,0.23365718126296997
268,0.24343746900558472
269,0.2379482090473175
270,0.2372698038816452
271,0.2284964621067047
272,0.22999106347560883
273,0.2350616604089737
274,0.2303897738456726
275,0.23051753640174866
276,0.23946300148963928
277,0.22724609076976776
278,0.22553673386573792
279,0.22326235473155975
280,0.25181207060813904
281,0.23947261273860931
282,0.2397748976945877
283,0.24286237359046936
284,0.23445765674114227
285,0.24180977046489716
286,0.24768806993961334
287,0.23938888311386108
288,0.2375684231519699
289,0.2167751044034958
290,0.23057931661605835
291,0.22553575038909912
292,0.22728611528873444
293,0.22524963319301605
294,0.23606784641742706
295,0.22915056347846985
296,0.22721132636070251
297,0.24510551989078522
298,0.23838715255260468
299,0.2332572340965271
300,0.2262704223394394
